ID	Relation	RelType	NE	X	Y	Y'	NEType	MeSH	Sent
665	inhibit	negative	mirna-200	359.8274	508.1727	508.1727	miRNA		The miRNA-200 family , which is frequently expressed at low levels in triple negative breast cancers , inhibits metastasis by blocking the epithelial-mesenchymal transition .
665	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	The miRNA-200 family , which is frequently expressed at low levels in triple negative breast cancers , inhibits metastasis by blocking the epithelial-mesenchymal transition .
1782	promote	positive	mir-215	360.5536	513.4264	513.4264	miRNA		Ectopic expression of miR-215 in GES-1 and HGC-27 cells ( low miR-215 expression ) promoted cell growth , migration , invasion , and metastasis , and these were reversed in NCI-N87 cells ( high miR-215 expression ) after miR-215 downregulation .
1782	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Ectopic expression of miR-215 in GES-1 and HGC-27 cells ( low miR-215 expression ) promoted cell growth , migration , invasion , and metastasis , and these were reversed in NCI-N87 cells ( high miR-215 expression ) after miR-215 downregulation .
1453	upregulate	positive	mir-215	360.5536	513.4264	513.4264	miRNA		By contrast , the expression of miR-215 was significantly upregulated in the gastric cancer tissues , and its expression level was correlated with tumor differentiation , TNM stage and lymph-node metastasis ( P < 0.05 ) .
1453	upregulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	By contrast , the expression of miR-215 was significantly upregulated in the gastric cancer tissues , and its expression level was correlated with tumor differentiation , TNM stage and lymph-node metastasis ( P < 0.05 ) .
1452	upregulate	positive	mir-215	360.5536	513.4264	513.4264	miRNA		By contrast , the expression of miR-215 was significantly upregulated in the gastric cancer tissues , and its expression level was correlated with tumor differentiation , TNM stage and lymph-node metastasis ( P < 0.05 ) .
1452	upregulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	By contrast , the expression of miR-215 was significantly upregulated in the gastric cancer tissues , and its expression level was correlated with tumor differentiation , TNM stage and lymph-node metastasis ( P < 0.05 ) .
821	upregulate	positive	mir-215	360.5536	513.4264	513.4264	miRNA		The up-regulation of miR-215 or -192 was related with the clinical characteristics of gastric cancer , such as lymph node metastasis .
821	upregulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	The up-regulation of miR-215 or -192 was related with the clinical characteristics of gastric cancer , such as lymph node metastasis .
656	effect	neutral	mir-215	360.5536	513.4264	513.4264	miRNA		Moreover , cervical cancer HeLa cells overexpressing miR-215 ( HeLa-miR-215 ) were constructed and subcutaneously injected into the nude mice to examine the effect of miR-215 on tumor growth and metastasis in vivo .
656	effect	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	Moreover , cervical cancer HeLa cells overexpressing miR-215 ( HeLa-miR-215 ) were constructed and subcutaneously injected into the nude mice to examine the effect of miR-215 on tumor growth and metastasis in vivo .
1134	suppress	negative	mir-483	361.3426	518.671	518.671	miRNA		Combinatorial therapeutic viral delivery of miR-551a and miR-483-5p through single-dose adeno-associated viral ( AAV ) delivery significantly suppressed colon cancer metastasis , as did CKB inhibition with a small-molecule inhibitor .
1134	suppress	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Combinatorial therapeutic viral delivery of miR-551a and miR-483-5p through single-dose adeno-associated viral ( AAV ) delivery significantly suppressed colon cancer metastasis , as did CKB inhibition with a small-molecule inhibitor .
653	promote	positive	mir-483	361.3426	518.671	518.671	miRNA		miR-483-5p promotes invasion and metastasis of lung adenocarcinoma by targeting RhoGDI1 and ALCAM .
653	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-483-5p promotes invasion and metastasis of lung adenocarcinoma by targeting RhoGDI1 and ALCAM .
652	regulate	positive	microrna-199a	362.1942	523.9059	523.9059	miRNA		Dynamin 2 along with microRNA-199a reciprocally regulate hypoxia-inducible factors and ovarian cancer metastasis .
652	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Dynamin 2 along with microRNA-199a reciprocally regulate hypoxia-inducible factors and ovarian cancer metastasis .
1440	regulate	positive	mir-612	363.1082	529.1302	529.1302	miRNA		miR-612 negatively regulates colorectal cancer growth and metastasis by targeting AKT2 .
1440	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-612 negatively regulates colorectal cancer growth and metastasis by targeting AKT2 .
651	inhibit	negative	mir-612	363.1082	529.1302	529.1302	miRNA		AKT2 was confirmed to be a direct target of miR-612 , through which the epithelial-mesenchymal transition ( EMT ) and metastasis of HCC were inhibited .
651	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	AKT2 was confirmed to be a direct target of miR-612 , through which the epithelial-mesenchymal transition ( EMT ) and metastasis of HCC were inhibited .
650	inhibit	negative	mir-612	363.1082	529.1302	529.1302	miRNA		AKT2 was confirmed to be a direct target of miR-612 , through which the epithelial-mesenchymal transition ( EMT ) and metastasis of HCC were inhibited .
650	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	AKT2 was confirmed to be a direct target of miR-612 , through which the epithelial-mesenchymal transition ( EMT ) and metastasis of HCC were inhibited .
1983	induction	positive	mir-18a	364.0846	534.3431	534.3431	miRNA		Taken together our results indicate that miR-18a can act as an inhibitor for liver metastasis through induction of M1 macrophages .
1983	induction	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	Taken together our results indicate that miR-18a can act as an inhibitor for liver metastasis through induction of M1 macrophages .
1982	mediate	neutral	mir-18a	364.0846	534.3431	534.3431	miRNA		We found that miR-18a encapsulated in grapefruit-derived nanovector ( GNV ) mediated inhibition of liver metastasis that is dependent upon the induction of M1 ( F4/80+IFN帠+IL-12+ ) macrophages ; depletion of macrophages eliminated its anti-metastasis effect .
1982	mediate	neutral	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	We found that miR-18a encapsulated in grapefruit-derived nanovector ( GNV ) mediated inhibition of liver metastasis that is dependent upon the induction of M1 ( F4/80+IFN帠+IL-12+ ) macrophages ; depletion of macrophages eliminated its anti-metastasis effect .
1981	induction	positive	mir-18a	364.0846	534.3431	534.3431	miRNA		Grapefruit-derived nanovectors deliver miR-18a for treatment of liver metastasis of colon cancer by induction of M1 macrophages .
1981	induction	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Grapefruit-derived nanovectors deliver miR-18a for treatment of liver metastasis of colon cancer by induction of M1 macrophages .
877	repress	negative	mir-18a	364.0846	534.3431	534.3431	miRNA		The results of this study reveal a novel role for miR-18a in targeting HIF1A and repressing metastasis of basal-like breast tumors .
877	repress	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	The results of this study reveal a novel role for miR-18a in targeting HIF1A and repressing metastasis of basal-like breast tumors .
876	inhibit	negative	mir-18a	364.0846	534.3431	534.3431	miRNA		Ectopic expression of miR-18a , a MIR17HG family member , in a metastatic variant of MDA-MB-231 cells reduced primary tumor growth and lung metastasis , whereas miR-18a inhibition in the parental cells promoted tumor growth and lung metastasis .
876	inhibit	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	Ectopic expression of miR-18a , a MIR17HG family member , in a metastatic variant of MDA-MB-231 cells reduced primary tumor growth and lung metastasis , whereas miR-18a inhibition in the parental cells promoted tumor growth and lung metastasis .
875	effect	neutral	mir-18a	364.0846	534.3431	534.3431	miRNA		miRNA-mRNA interactions ( AGO2 immunoprecipitation and 3 ' untranslated region Luciferase reporter assays ) , gene expression ( quantitative PCR and microarray ) , cell migration and invasion , and cell growth were assessed under normoxic or hypoxic conditions , complemented by orthotopic xenograft of tumor cells to the mammary fat pad to investigate the effect of modulating miR-18a expression on primary tumor growth and lung metastasis .
875	effect	neutral	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	miRNA-mRNA interactions ( AGO2 immunoprecipitation and 3 ' untranslated region Luciferase reporter assays ) , gene expression ( quantitative PCR and microarray ) , cell migration and invasion , and cell growth were assessed under normoxic or hypoxic conditions , complemented by orthotopic xenograft of tumor cells to the mammary fat pad to investigate the effect of modulating miR-18a expression on primary tumor growth and lung metastasis .
874	regulate	positive	mir-18a	364.0846	534.3431	534.3431	miRNA		In this study , we investigated the function of miR-18a in regulating breast cancer metastasis through the hypoxia-inducible factor 1帢 ( HIF1A ) -dependent hypoxic response .
874	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	In this study , we investigated the function of miR-18a in regulating breast cancer metastasis through the hypoxia-inducible factor 1帢 ( HIF1A ) -dependent hypoxic response .
807	promote	positive	mir-18a	364.0846	534.3431	534.3431	miRNA		These findings suggest that miR-18a expression can promote proliferation and metastasis of nasopharyngeal carcinoma cells and that these activities may occur through its regulation of DICER1 .
807	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	These findings suggest that miR-18a expression can promote proliferation and metastasis of nasopharyngeal carcinoma cells and that these activities may occur through its regulation of DICER1 .
806	control	neutral	mir-18a	364.0846	534.3431	534.3431	miRNA		In situ hybridization revealed that miR-18a was more highly expressed in nasopharyngeal carcinoma tissues than in control tissues ( P < 0.05 ) , and the overexpression correlated with clinical stage and lymph node metastasis ( P < 0.05 ) , but not with age and gender ( P > 0.05 ) .
806	control	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	In situ hybridization revealed that miR-18a was more highly expressed in nasopharyngeal carcinoma tissues than in control tissues ( P < 0.05 ) , and the overexpression correlated with clinical stage and lymph node metastasis ( P < 0.05 ) , but not with age and gender ( P > 0.05 ) .
805	downregulate	negative	mir-18a	364.0846	534.3431	534.3431	miRNA		miR-18a downregulates DICER1 and promotes proliferation and metastasis of nasopharyngeal carcinoma .
805	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-18a downregulates DICER1 and promotes proliferation and metastasis of nasopharyngeal carcinoma .
646	inhibit	negative	mir-18a	364.0846	534.3431	534.3431	miRNA		However , higher levels of the miR-17~92 cluster switched from PTEN to oncogenes , including Ctnnb1 ( ?] -catenin ) via miR-18a , which resulted in inhibition of tumor growth and metastasis .
646	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	However , higher levels of the miR-17~92 cluster switched from PTEN to oncogenes , including Ctnnb1 ( ?] -catenin ) via miR-18a , which resulted in inhibition of tumor growth and metastasis .
642	antagonize	negative	mir-19a/b	365.1232	539.5441	539.5441	miRNA		In conclusion , miR-17-92 cluster members miR-19a/b facilitated gastric cancer cell migration , invasion and metastasis through targeting the antagonist of c-Myc -- MXD1 , implicating a novel mechanism for the malignant phenotypes of gastric cancer .
642	antagonize	negative	gc	1242.449	487.0825	487.0825	Cancer	D061325	In conclusion , miR-17-92 cluster members miR-19a/b facilitated gastric cancer cell migration , invasion and metastasis through targeting the antagonist of c-Myc -- MXD1 , implicating a novel mechanism for the malignant phenotypes of gastric cancer .
640	downregulate	negative	mir-99a/b	366.2238	544.7323	544.7323	miRNA		Here , we showed that miR-99a and -99b ( miR-99a/b ) were down-regulated in human cervical cancer patient tissues and were negatively related with lymphatic metastasis .
640	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Here , we showed that miR-99a and -99b ( miR-99a/b ) were down-regulated in human cervical cancer patient tissues and were negatively related with lymphatic metastasis .
639	downregulate	negative	mir-99a/b	366.2238	544.7323	544.7323	miRNA		Here , we showed that miR-99a and -99b ( miR-99a/b ) were down-regulated in human cervical cancer patient tissues and were negatively related with lymphatic metastasis .
639	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Here , we showed that miR-99a and -99b ( miR-99a/b ) were down-regulated in human cervical cancer patient tissues and were negatively related with lymphatic metastasis .
636	inhibit	negative	let-7i	958.2072	864.8572	864.8572	miRNA		Introduction of let-7i to mutant p53 cells significantly inhibited migration , invasion and metastasis by repressing a network of oncogenes including E2F5 , LIN28B , MYC and NRAS .
636	inhibit	negative	myc	367.3863	549.907	549.907	Cancer	D007938	Introduction of let-7i to mutant p53 cells significantly inhibited migration , invasion and metastasis by repressing a network of oncogenes including E2F5 , LIN28B , MYC and NRAS .
635	inhibit	negative	let-7i	958.2072	864.8572	864.8572	miRNA		Introduction of let-7i to mutant p53 cells significantly inhibited migration , invasion and metastasis by repressing a network of oncogenes including E2F5 , LIN28B , MYC and NRAS .
635	inhibit	negative	myc	367.3863	549.907	549.907	Cancer	D007938	Introduction of let-7i to mutant p53 cells significantly inhibited migration , invasion and metastasis by repressing a network of oncogenes including E2F5 , LIN28B , MYC and NRAS .
630	induce	positive	mir-9s	368.6106	555.0674	555.0674	miRNA		miR-9s methylation which induces expression silencing is common in NSCLC cases without lymph nodal metastasis , suggesting that miR-9s are oncogenically involved in NSCLC carcinogenesis through the promotion of tumor metastasis .
630	induce	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-9s methylation which induces expression silencing is common in NSCLC cases without lymph nodal metastasis , suggesting that miR-9s are oncogenically involved in NSCLC carcinogenesis through the promotion of tumor metastasis .
629	induce	positive	mir-9s	368.6106	555.0674	555.0674	miRNA		miR-9s methylation which induces expression silencing is common in NSCLC cases without lymph nodal metastasis , suggesting that miR-9s are oncogenically involved in NSCLC carcinogenesis through the promotion of tumor metastasis .
629	induce	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-9s methylation which induces expression silencing is common in NSCLC cases without lymph nodal metastasis , suggesting that miR-9s are oncogenically involved in NSCLC carcinogenesis through the promotion of tumor metastasis .
621	affect	neutral	mir-202	369.8964	560.2128	560.2128	miRNA		MiR-202 and miR-9 are potential key factors affecting the metastasis of OS and CALD1 and STX1A may be possible targets beneficial for the treatment of metastatic OS .
621	affect	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	MiR-202 and miR-9 are potential key factors affecting the metastasis of OS and CALD1 and STX1A may be possible targets beneficial for the treatment of metastatic OS .
611	promote	positive	mir-200c/znf	371.2435	565.3425	565.3425	miRNA		Therefore , our study unraveled nested regulatory circuits of miR-200c/ZEB1 and miR-200c/ZNF217/TGF-?] /ZEB1 in synergistically promoting trastuzumab resistance and metastasis of breast cancer cells .
611	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Therefore , our study unraveled nested regulatory circuits of miR-200c/ZEB1 and miR-200c/ZNF217/TGF-?] /ZEB1 in synergistically promoting trastuzumab resistance and metastasis of breast cancer cells .
610	promote	positive	mir-200c/zeb	372.6519	570.4557	570.4557	miRNA		Therefore , our study unraveled nested regulatory circuits of miR-200c/ZEB1 and miR-200c/ZNF217/TGF-?] /ZEB1 in synergistically promoting trastuzumab resistance and metastasis of breast cancer cells .
610	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Therefore , our study unraveled nested regulatory circuits of miR-200c/ZEB1 and miR-200c/ZNF217/TGF-?] /ZEB1 in synergistically promoting trastuzumab resistance and metastasis of breast cancer cells .
1646	inhibit	negative	mir-149	374.1212	575.5518	575.5518	miRNA		In vivo studies confirm inhibition of HCC metastasis by miR-149 .
1646	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	In vivo studies confirm inhibition of HCC metastasis by miR-149 .
1645	downregulate	negative	mir-149	374.1212	575.5518	575.5518	miRNA		Here , we demonstrated that miR-149 was significantly down-regulated in HCC , which was correlated with distant metastasis and TNM stage with statistical significance .
1645	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Here , we demonstrated that miR-149 was significantly down-regulated in HCC , which was correlated with distant metastasis and TNM stage with statistical significance .
1644	downregulate	negative	mir-149	374.1212	575.5518	575.5518	miRNA		Here , we demonstrated that miR-149 was significantly down-regulated in HCC , which was correlated with distant metastasis and TNM stage with statistical significance .
1644	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Here , we demonstrated that miR-149 was significantly down-regulated in HCC , which was correlated with distant metastasis and TNM stage with statistical significance .
1643	repress	negative	mir-149	374.1212	575.5518	575.5518	miRNA		miR-149 represses metastasis of hepatocellular carcinoma by targeting actin-regulatory proteins PPM1F .
1643	repress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-149 represses metastasis of hepatocellular carcinoma by targeting actin-regulatory proteins PPM1F .
1148	downregulate	negative	mir-149	374.1212	575.5518	575.5518	miRNA		miR-149 was significantly downregulated in CRC tissues , and low miR-149 expression was observed to be significantly correlated with lymph node or distant metastasis and advanced TNM stage of CRC patients .
1148	downregulate	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-149 was significantly downregulated in CRC tissues , and low miR-149 expression was observed to be significantly correlated with lymph node or distant metastasis and advanced TNM stage of CRC patients .
1147	downregulate	negative	mir-149	374.1212	575.5518	575.5518	miRNA		miR-149 was significantly downregulated in CRC tissues , and low miR-149 expression was observed to be significantly correlated with lymph node or distant metastasis and advanced TNM stage of CRC patients .
1147	downregulate	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-149 was significantly downregulated in CRC tissues , and low miR-149 expression was observed to be significantly correlated with lymph node or distant metastasis and advanced TNM stage of CRC patients .
605	suppress	negative	mir-149	374.1212	575.5518	575.5518	miRNA		We conclude that miR-149 suppresses breast cancer cell migration/invasion and metastasis by targeting GIT1 , suggesting potential applications of the miR-149-GIT1 pathway in clinical diagnosis and therapeutics .
605	suppress	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	We conclude that miR-149 suppresses breast cancer cell migration/invasion and metastasis by targeting GIT1 , suggesting potential applications of the miR-149-GIT1 pathway in clinical diagnosis and therapeutics .
604	suppress	negative	microrna-149	375.6513	580.6299	580.6299	miRNA		MicroRNA-149 targets GIT1 to suppress integrin signaling and breast cancer metastasis .
604	suppress	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MicroRNA-149 targets GIT1 to suppress integrin signaling and breast cancer metastasis .
1711	promote	positive	mir-93	377.2419	585.6895	585.6895	miRNA		Considering that the most devastating aspect of lung cancer is metastasis , which can be promoted by transforming growth factor-?] ( TGF-?] ) -induced epithelial-to-mesenchymal transition ( EMT ) , we sought to determine whether miR-93 is involved in this process .
1711	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Considering that the most devastating aspect of lung cancer is metastasis , which can be promoted by transforming growth factor-?] ( TGF-?] ) -induced epithelial-to-mesenchymal transition ( EMT ) , we sought to determine whether miR-93 is involved in this process .
1710	promote	positive	mir-93	377.2419	585.6895	585.6895	miRNA		Considering that the most devastating aspect of lung cancer is metastasis , which can be promoted by transforming growth factor-?] ( TGF-?] ) -induced epithelial-to-mesenchymal transition ( EMT ) , we sought to determine whether miR-93 is involved in this process .
1710	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Considering that the most devastating aspect of lung cancer is metastasis , which can be promoted by transforming growth factor-?] ( TGF-?] ) -induced epithelial-to-mesenchymal transition ( EMT ) , we sought to determine whether miR-93 is involved in this process .
956	promote	positive	mir-93	377.2419	585.6895	585.6895	miRNA		The potentials of proliferation , invasion , and metastasis in breast cancer MCF-7 cells were promoted by ectopic transfection of miR-93 .
956	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	The potentials of proliferation , invasion , and metastasis in breast cancer MCF-7 cells were promoted by ectopic transfection of miR-93 .
603	activate	positive	mir-93	377.2419	585.6895	585.6895	miRNA		Moreover , miR-93 resulted in the attenuation of Smad-dependent TGF-?] signaling and the activation of PI3K/Akt pathway by suppressing TGF?] R2 , further promoting NPC cell uncontrolled growth , invasion , metastasis and EMT-like process .
603	activate	positive	npc	744.4573	890.5122	890.5122	Cancer	D010181	Moreover , miR-93 resulted in the attenuation of Smad-dependent TGF-?] signaling and the activation of PI3K/Akt pathway by suppressing TGF?] R2 , further promoting NPC cell uncontrolled growth , invasion , metastasis and EMT-like process .
602	induce	positive	mir-208	378.8929	590.7296	590.7296	miRNA		miR-208 induces epithelial to mesenchymal transition of pancreatic cancer cell line BxPC3 by activating AKT/GSK-3?] /snail signaling pathway and thereby promotes cell metastasis and invasion .
602	induce	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-208 induces epithelial to mesenchymal transition of pancreatic cancer cell line BxPC3 by activating AKT/GSK-3?] /snail signaling pathway and thereby promotes cell metastasis and invasion .
601	promote	positive	mir-208	378.8929	590.7296	590.7296	miRNA		miR-208-induced epithelial to mesenchymal transition of pancreatic cancer cells promotes cell metastasis and invasion .
601	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-208-induced epithelial to mesenchymal transition of pancreatic cancer cells promotes cell metastasis and invasion .
1586	upregulate	positive	mir-30b	380.6039	595.7496	595.7496	miRNA		Up-regulation of miR-30b or down-regulation of Cthrc1 had potential significance in the invasion and metastasis of NSCLC .
1586	upregulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Up-regulation of miR-30b or down-regulation of Cthrc1 had potential significance in the invasion and metastasis of NSCLC .
1538	inhibit	negative	mir-30b	380.6039	595.7496	595.7496	miRNA		To elucidate the potential biological role of miR-30b in gastric cancer and investigate the underlying molecular mechanisms of miR-30b to inhibit metastasis of gastric cancer cells .
1538	inhibit	negative	gc	1242.449	487.0825	487.0825	Cancer	D061325	To elucidate the potential biological role of miR-30b in gastric cancer and investigate the underlying molecular mechanisms of miR-30b to inhibit metastasis of gastric cancer cells .
781	regulate	positive	mir-30b	380.6039	595.7496	595.7496	miRNA		Decreased miR-30b-5p expression by DNMT1 methylation regulation involved in gastric cancer metastasis .
781	regulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	Decreased miR-30b-5p expression by DNMT1 methylation regulation involved in gastric cancer metastasis .
597	regulate	positive	mir-30b	380.6039	595.7496	595.7496	miRNA		In the present study , we show that miR-30b is an important regulator in human CRC migration and invasion , which are vital steps in CRC liver metastasis .
597	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	In the present study , we show that miR-30b is an important regulator in human CRC migration and invasion , which are vital steps in CRC liver metastasis .
593	inhibit	negative	mir-10b/hoxd	382.3748	600.7489	600.7489	miRNA		Targeting these novel strategies , inhibition of miR-10b/KLF4/E-cadherin axis and miR-10b/HOXD10/MMP14 axis may be helpful as a therapeutic approach to block BC cell metastasis .
593	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Targeting these novel strategies , inhibition of miR-10b/KLF4/E-cadherin axis and miR-10b/HOXD10/MMP14 axis may be helpful as a therapeutic approach to block BC cell metastasis .
592	inhibit	negative	mir-10b/klf	384.2053	605.7266	605.7266	miRNA		Targeting these novel strategies , inhibition of miR-10b/KLF4/E-cadherin axis and miR-10b/HOXD10/MMP14 axis may be helpful as a therapeutic approach to block BC cell metastasis .
592	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Targeting these novel strategies , inhibition of miR-10b/KLF4/E-cadherin axis and miR-10b/HOXD10/MMP14 axis may be helpful as a therapeutic approach to block BC cell metastasis .
588	regulate	positive	mir-1236	386.0951	610.6822	610.6822	miRNA		Taken together , our results indicate that miR-1236-3p regulates ovarian cancer metastasis by directly targeting ZEB1 , and it may play an important role in the diagnosis and treatment of ovarian cancer .
588	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Taken together , our results indicate that miR-1236-3p regulates ovarian cancer metastasis by directly targeting ZEB1 , and it may play an important role in the diagnosis and treatment of ovarian cancer .
1437	upregulate	positive	mir-372	388.044	615.6148	615.6148	miRNA		Upregulation of miR-372 and -373 associates with lymph node metastasis and poor prognosis of oral carcinomas .
1437	upregulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Upregulation of miR-372 and -373 associates with lymph node metastasis and poor prognosis of oral carcinomas .
1293	control	neutral	mir-372	388.044	615.6148	615.6148	miRNA		miR-372 was expressed at lower levels in HCC tissues compared with controls and was related to tumor metastasis and poor prognosis .
1293	control	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-372 was expressed at lower levels in HCC tissues compared with controls and was related to tumor metastasis and poor prognosis .
587	downregulate	negative	mir-372	388.044	615.6148	615.6148	miRNA		miR-372 down-regulates the oncogene ATAD2 to influence hepatocellular carcinoma proliferation and metastasis .
587	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-372 down-regulates the oncogene ATAD2 to influence hepatocellular carcinoma proliferation and metastasis .
583	downregulate	negative	mir-195/497	390.0516	620.5237	620.5237	miRNA		In conclusion , aberrant expression of clustered miRNAs was identified by deep sequencing , and downregulation of miR-195/497 contributed to BC progression and metastasis .
583	downregulate	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	In conclusion , aberrant expression of clustered miRNAs was identified by deep sequencing , and downregulation of miR-195/497 contributed to BC progression and metastasis .
1198	downregulate	negative	microrna-23a	392.1178	625.4084	625.4084	miRNA		Downregulation of microRNA-23a suppresses prostate cancer metastasis by targeting the PAK6-LIMK1 signaling pathway .
1198	downregulate	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Downregulation of microRNA-23a suppresses prostate cancer metastasis by targeting the PAK6-LIMK1 signaling pathway .
581	promote	positive	microrna-23a	392.1178	625.4084	625.4084	miRNA		MicroRNA-23a promotes neuroblastoma cell metastasis by targeting CDH1 .
581	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	MicroRNA-23a promotes neuroblastoma cell metastasis by targeting CDH1 .
577	inhibit	negative	mir181b	394.2421	630.268	630.268	miRNA		Importantly , over-expression of miR181b in metastatic breast cancer cells inhibits metastasis formation in ? vivo in immunodeficient mice .
577	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Importantly , over-expression of miR181b in metastatic breast cancer cells inhibits metastasis formation in ? vivo in immunodeficient mice .
576	induce	positive	mir181b	394.2421	630.268	630.268	miRNA		miR181b is induced by the chemopreventive polyphenol curcumin and inhibits breast cancer metastasis via down-regulation of the inflammatory cytokines CXCL1 and -2 .
576	induce	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR181b is induced by the chemopreventive polyphenol curcumin and inhibits breast cancer metastasis via down-regulation of the inflammatory cytokines CXCL1 and -2 .
1903	downregulate	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		MiR-193a-3p and miR-193a-5p play important roles in osteosarcoma metastasis through down-regulation of the Rab27B and SRR genes and therefore may serve as useful biomarkers for the diagnosis of osteosarcoma and as potential candidates for the treatment of metastatic osteosarcoma .
1903	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	MiR-193a-3p and miR-193a-5p play important roles in osteosarcoma metastasis through down-regulation of the Rab27B and SRR genes and therefore may serve as useful biomarkers for the diagnosis of osteosarcoma and as potential candidates for the treatment of metastatic osteosarcoma .
1902	downregulate	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		MiR-193a-3p and miR-193a-5p play important roles in osteosarcoma metastasis through down-regulation of the Rab27B and SRR genes and therefore may serve as useful biomarkers for the diagnosis of osteosarcoma and as potential candidates for the treatment of metastatic osteosarcoma .
1902	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	MiR-193a-3p and miR-193a-5p play important roles in osteosarcoma metastasis through down-regulation of the Rab27B and SRR genes and therefore may serve as useful biomarkers for the diagnosis of osteosarcoma and as potential candidates for the treatment of metastatic osteosarcoma .
1901	suppress	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		MiR-193a-3p and miR-193a-5p suppress the metastasis of human osteosarcoma cells by down-regulating Rab27B and SRR , respectively .
1901	suppress	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	MiR-193a-3p and miR-193a-5p suppress the metastasis of human osteosarcoma cells by down-regulating Rab27B and SRR , respectively .
1900	suppress	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		MiR-193a-3p and miR-193a-5p suppress the metastasis of human osteosarcoma cells by down-regulating Rab27B and SRR , respectively .
